reviewer_name,rating,review_text,puskesmas_name
Aien,1 bintang,Jam pelayanan tidak sesuai jadwal (sering tutup sebelum waktunya),Puskesmas Pucang Sewu
Sri Handajani,5 bintang,Mantap semua pelayanan pkm pucang,Puskesmas Pucang Sewu
wida rachmadany,5 bintang,Melayani vaksin covid buat syarat nikah.,Puskesmas Pucang Sewu
Baim Putra,5 bintang,Petugasnya cantik2 dan ramah,Puskesmas Pucang Sewu
Sri Indahrini,5 bintang,Karena dekat rumahku dan klo sdh dijadwal bisa langsung dilayani,Puskesmas Pucang Sewu
Furlong,5 bintang,Mantap keren cepat pelayanan,Puskesmas Pucang Sewu
Vinna Kirana Putri,2 bintang,"Mbk mbk loketnya yang ramah dong, biar yang liat juga ikut seneng",Puskesmas Pucang Sewu
Syauqi San,5 bintang,"Pelayanan bagus, bersih, dokter selalu ada.",Puskesmas Pucang Sewu
Ayu Lufitasari,5 bintang,Pelayanan top untuk vaksin 👍👍👍 …,Puskesmas Pucang Sewu
Ngurah Yuni Widiasti,5 bintang,Pelayanan sangat memuaskan,Puskesmas Pucang Sewu
Syekh Al jafar,5 bintang,Bidannya cantik :D,Puskesmas Pucang Sewu
Festina K,5 bintang,Pelayanannya super sekali👍🏻 …,Puskesmas Pucang Sewu
Sunandar Sunandar,5 bintang,Pelayanannya sangat puas,Puskesmas Pucang Sewu
yuli astiningsih,5 bintang,Alhamdulillah pelayanan baik,Puskesmas Pucang Sewu
Diana fitri lathifah,5 bintang,"Puskesmas surabaya yang ada di daerah pucang, tempatnya strategis sayang puterbaliknya jauh",Puskesmas Pucang Sewu
galih bagus,5 bintang,Pelayanan cepat dan profesional,Puskesmas Pucang Sewu
Ice Coconut,5 bintang,Mbak2nya baik baik,Puskesmas Pucang Sewu
Evi Baggu,5 bintang,"Barusan vaksin ke tiga, Alhamdulillah",Puskesmas Pucang Sewu
L Lawliett,5 bintang,Sangat bermanfaat & menyenangkan,Puskesmas Pucang Sewu
Jasmine Fitri Andrini,5 bintang,bersih & pelayanannya ramah sekali,Puskesmas Pucang Sewu
Siska Anggrainii,4 bintang,Pelayanan oke,Puskesmas Pucang Sewu
Wijaya Mda,5 bintang,Pelayanan bagus,Puskesmas Pucang Sewu
bellicia simanjuntak,5 bintang,Pelayanan yang baik,Puskesmas Pucang Sewu
Riska Sinovita,5 bintang,Pelayanan sangat Bagus,Puskesmas Pucang Sewu
Amoiira Keysa (Keys),5 bintang,Mau tanya apa di puskesmas pucang bisa usg?,Puskesmas Pucang Sewu
Putri Dewi,4 bintang,"rimbun puskesmasnya.
adem mskipun gak ada AC ruangannya",Puskesmas Pucang Sewu
wirasastro berry,5 bintang,Tempatnya nyaman dan bersih.. Antrinya dikit,Puskesmas Pucang Sewu
Dini Nur 'Aini,5 bintang,Petugas sangat ramah,Puskesmas Pucang Sewu
citra fiki,5 bintang,bidannya cantik🥰 …,Puskesmas Pucang Sewu
Imam Dakhwan,5 bintang,Baik dan ramah,Puskesmas Pucang Sewu
Vice Admira,4 bintang,antre kadang agak lama tapi pelayanan bagus,Puskesmas Pucang Sewu
Gamal Purwo Ganefo,4 bintang,Pelayanannya lumayan bagus,Puskesmas Pucang Sewu
Muh Arifin,5 bintang,Puskesmasnya bagus,Puskesmas Pucang Sewu
Pradnyadevi Utami,1 bintang,penjaga di triase tidak ramah,Puskesmas Pucang Sewu
Muk Sin,1 bintang,"spiritual ilmu alam, perguruan haqiqad sejati",Puskesmas Pucang Sewu
ZULIYANI Hidayat,5 bintang,Puskesmas pucang sewu is the best...,Puskesmas Pucang Sewu
Moch. Ashadi M.,4 bintang,Pelayanannya yang ramah dan cepat,Puskesmas Pucang Sewu
Azkadina Clearesta,5 bintang,Sangat bagus ramah 🥰 …,Puskesmas Pucang Sewu
Tri Wulandari,1 bintang,Pelayanannya buruk,Puskesmas Pucang Sewu
Visnu Novriansyah,4 bintang,Antriannya tidak sesuai no antrian,Puskesmas Pucang Sewu
Cahyo Prihartono,4 bintang,Bersih,Puskesmas Pucang Sewu
Rinal Subiantoro,5 bintang,Tempat yg baik untuk berobat,Puskesmas Pucang Sewu
Nurul Hidayah,5 bintang,Senang pelayanan nya,Puskesmas Pucang Sewu
Abimanyu ripta,4 bintang,Nyaman,Puskesmas Pucang Sewu
Linggar 306,5 bintang,tempat bersih dan terawat..,Puskesmas Pucang Sewu
Troo Oo,5 bintang,Bagus,Puskesmas Pucang Sewu
Hasan Nursyamsi,5 bintang,keren,Puskesmas Pucang Sewu
Fariska Aditya,1 bintang,Lelet semua,Puskesmas Pucang Sewu
farid limatiga,5 bintang,Oke,Puskesmas Pucang Sewu
Siti Romelah,5 bintang,Puskesmas pucang sewu hebat 👍👍 …,Puskesmas Pucang Sewu
Edi Inayat Muslaini,4 bintang,Pelayanan baik,Puskesmas Pucang Sewu
diary azzam family,5 bintang,Pelayana sipp,Puskesmas Pucang Sewu
Siti Armindari,5 bintang,Mantapppppp......,Puskesmas Pucang Sewu
Vincentius Kuori,4 bintang,"👍, agak sumuk di ruang tunggu …",Puskesmas Pucang Sewu
dwiyoso agustiono,4 bintang,Bersih.,Puskesmas Pucang Sewu
agustina widyastutik,5 bintang,Baik,Puskesmas Pucang Sewu
Aris STW Muhammad,4 bintang,Bismillahirrahmanirrahim,Puskesmas Pucang Sewu
winoto winoto,4 bintang,Puskesmas,Puskesmas Pucang Sewu
Knife Restoration,5 bintang,"Pengalaman mengurus surat kesehatan untuk menikah dipuskesmas, alur prosesnya sangat cepat dan mudah. Untuk Bapak & Ibu petugas puskesmas pucang sewu, tetap pertahankan kinerja baiknya. Terimakasih 👍🏼 …",Puskesmas Pucang Sewu
Zakaria Maya,1 bintang,"Pelayanan lama,seharusnya menurut kehadiran pasien walaupun nomor antrian jauh,kasian yg rumah jauh harus balik LG klo menunggu antrian",Puskesmas Pucang Sewu
Umi Chalsum,5 bintang,Puskesmas Pucang Sewu hebat,Puskesmas Pucang Sewu
Bilia,4 bintang,"Saya sudah ke sini beberapa kali, mereka punya dokter yang baik, staf yang ramah (beberapa di antaranya mungkin tidak) LOL. Tempatnya sendiri bersih, ada tempat parkir untuk sepeda motor yang mudah, tapi untuk mobil yah uhm entahlah cocok tapi sama sekali tidak untuk mobil. Jika Anda ingin melakukan pemeriksaan kesehatan, saya sarankan Anda mendaftar di situs ehealth, Anda dapat memilih hari untuk mengunjunginya, dan Anda akan mendapatkan nomor antrian. Hebatnya, sekarang kita tidak perlu menggunakan kertas atau semacamnya, mereka menggunakan teknologi yang lebih efisien dan efektif. Selamat bekerja kawan",Puskesmas Pucang Sewu
Hana H,3 bintang,"Ketika saya pergi ke sana bersama anak-anak saya, salah satu Dokter hanya menanyai kami lalu mengetik di komputernya dan memberi tahu kami ""oke, obatnya bisa diambil di apotek"" Saya seperti ""apa-apaan ini""",Puskesmas Pucang Sewu
Amelia Suhardi,5 bintang,"Saya pergi ke sini untuk mengamati Puskesmas dan menurut saya ini cukup mengesankan. Mereka memiliki fasilitas yang cukup baik untuk pusat pelayanan kesehatan primer bagi sekitar 55 ribu orang di Surabaya Timur. Mereka mempunyai klinik dokter umum, klinik Planned Parenthood dan Kesehatan Reproduksi, bahkan klinik pengobstan tradisional. Yang paling membuat saya terkesan adalah laboratoriumnya. Mereka mempunyai mikroskop binokuler, mikroppippetes, dan bahkan mesin analisa darah yang menurut saya tidak semua Puskesmas di Surabaya memilikinya. Tak heran jika mereka mendapat penghargaan sebagai Puskesmas terbaik se-Jawa Timur. Sistem antriannya kini menggunakan registrasi berbasis web dan registrasi manual seperti biasanya. Pendaftaran berbasis web tentunya mengurangi antrian. Bravo untuk Kemenkes dan Pemkot atas upaya mereka dalam mewujudkan layanan kesehatan yang lebih baik di Surabaya.",Puskesmas Pucang Sewu
adara salindra / 02,5 bintang,"bidannya baik sekali, sabar sekali, alhamdulillah",Puskesmas Pucang Sewu
M Yusuf Arifin,5 bintang,Gan teratas,Puskesmas Pucang Sewu
Titik marheni01,5 bintang,Bikel Baratajaya siiip,Puskesmas Pucang Sewu
Panca Fadhliansyah,5 bintang,Luar biasa,Puskesmas Pucang Sewu
Reg A_28_Frisky Maulana A,5 bintang,Jika,Puskesmas Pucang Sewu
Jeany Supit,5 bintang,Mantaap,Puskesmas Pucang Sewu
Venna Cristanti,5 bintang,Pelayanan bagus,Puskesmas Pucang Sewu
Wagiati Ati,5 bintang,barataajaya mantaaaap,Puskesmas Pucang Sewu
Febi Febiyantini Ivo,5 bintang,Pelayanan prima😍😍😍😍😍 …,Puskesmas Pucang Sewu
Nina Pratiwi,5 bintang,,Puskesmas Pucang Sewu
Farida Rahayu,5 bintang,,Puskesmas Pucang Sewu
Sumo Prayogo,4 bintang,,Puskesmas Pucang Sewu
naila junita,5 bintang,,Puskesmas Pucang Sewu
Toli Toli,5 bintang,,Puskesmas Pucang Sewu
erfa eriyanti,5 bintang,,Puskesmas Pucang Sewu
Krist YAnto,5 bintang,,Puskesmas Pucang Sewu
Syafaatul Laily,1 bintang,,Puskesmas Pucang Sewu
Ridwan Wawan,5 bintang,,Puskesmas Pucang Sewu
Alif Shafrijal,5 bintang,,Puskesmas Pucang Sewu
Kusnandar advokat,5 bintang,,Puskesmas Pucang Sewu
Abdurrahman Daud,5 bintang,,Puskesmas Pucang Sewu
Faradila Sandi,5 bintang,,Puskesmas Pucang Sewu
Arie Agustina,5 bintang,,Puskesmas Pucang Sewu
aulllyaaaee,5 bintang,,Puskesmas Pucang Sewu
Vincent Aprilliano,5 bintang,,Puskesmas Pucang Sewu
Dyan Angesti,5 bintang,,Puskesmas Pucang Sewu
Atik Tralala,5 bintang,,Puskesmas Pucang Sewu
Ismawati Achmad,5 bintang,,Puskesmas Pucang Sewu
Hiskia Ananda_Vokasi_ Keselamatan Kesehatan Kerja,5 bintang,,Puskesmas Pucang Sewu
Ivan Maulana,5 bintang,,Puskesmas Pucang Sewu
Mhira Sana,5 bintang,,Puskesmas Pucang Sewu
Yus Tey,5 bintang,,Puskesmas Pucang Sewu
suyadi suyadi,5 bintang,,Puskesmas Pucang Sewu
Ray Qomeni,5 bintang,,Puskesmas Pucang Sewu
syafira aulia,5 bintang,,Puskesmas Pucang Sewu
melinda ayu,5 bintang,,Puskesmas Pucang Sewu
Ahmad Nuzul,5 bintang,,Puskesmas Pucang Sewu
NurAfida _,5 bintang,,Puskesmas Pucang Sewu
familian kusuma,5 bintang,,Puskesmas Pucang Sewu
Syifani Arihatu Jasmine,5 bintang,,Puskesmas Pucang Sewu
Alkat Nuri,5 bintang,,Puskesmas Pucang Sewu
Alkat Nuri,5 bintang,,Puskesmas Pucang Sewu
Lina Lna,5 bintang,,Puskesmas Pucang Sewu
feefee liem,5 bintang,,Puskesmas Pucang Sewu
Ida Susana,5 bintang,,Puskesmas Pucang Sewu
Setyo Budi,5 bintang,,Puskesmas Pucang Sewu
Sri Purwati,5 bintang,,Puskesmas Pucang Sewu
Achmad Zaini,5 bintang,,Puskesmas Pucang Sewu
Nadia Zahra,5 bintang,,Puskesmas Pucang Sewu
Randolf “Rhaze Izanami” Luca,5 bintang,,Puskesmas Pucang Sewu
Yoni Widiyono,5 bintang,,Puskesmas Pucang Sewu
Kyva vairus rasidin,5 bintang,,Puskesmas Pucang Sewu
atiek Suryani,5 bintang,,Puskesmas Pucang Sewu
Agung Hidayanto,5 bintang,,Puskesmas Pucang Sewu
aji setia budi,5 bintang,,Puskesmas Pucang Sewu
BAHRIYATUL HIDAYAH,5 bintang,,Puskesmas Pucang Sewu
Siska Dewi,5 bintang,,Puskesmas Pucang Sewu
Reg B_13_ Nathacia Vicky P.H,5 bintang,,Puskesmas Pucang Sewu
moza syifa,5 bintang,,Puskesmas Pucang Sewu
indra wati,5 bintang,,Puskesmas Pucang Sewu
Moch Abd khodir,5 bintang,,Puskesmas Pucang Sewu
Dyah virdha Ayu rachma,5 bintang,,Puskesmas Pucang Sewu
Sumarni Nanik,5 bintang,,Puskesmas Pucang Sewu
Supriyono Ahmad,5 bintang,,Puskesmas Pucang Sewu
Diana Efitasari,5 bintang,,Puskesmas Pucang Sewu
Meilani Chotimah,5 bintang,,Puskesmas Pucang Sewu
Mifta Royan,5 bintang,,Puskesmas Pucang Sewu
nisa ur,5 bintang,,Puskesmas Pucang Sewu
ASUtuenan Eazy,5 bintang,,Puskesmas Pucang Sewu
taufiq berak,5 bintang,,Puskesmas Pucang Sewu
Taufiq,5 bintang,,Puskesmas Pucang Sewu
sella salma,5 bintang,,Puskesmas Pucang Sewu
Bagos Satria,5 bintang,,Puskesmas Pucang Sewu
Yu Sop,5 bintang,,Puskesmas Pucang Sewu
Reg A_38_Jihan Dzarifatul F,5 bintang,,Puskesmas Pucang Sewu
Trias Yanuari,5 bintang,,Puskesmas Pucang Sewu
Patrick Julius Christian,5 bintang,,Puskesmas Pucang Sewu
Devi Auliana,5 bintang,,Puskesmas Pucang Sewu
tiara zahrany,5 bintang,,Puskesmas Pucang Sewu
Reg A_30_Haniifah Sucipto,5 bintang,,Puskesmas Pucang Sewu
May Della,5 bintang,,Puskesmas Pucang Sewu
Joko LS,4 bintang,,Puskesmas Pucang Sewu
Linda W,5 bintang,,Puskesmas Pucang Sewu
Adiba Ramadhani,5 bintang,,Puskesmas Pucang Sewu
dwi imaningsih,5 bintang,,Puskesmas Pucang Sewu
Siti Rumiah,5 bintang,,Puskesmas Pucang Sewu
pranita maharani,5 bintang,,Puskesmas Pucang Sewu
Sutarto 15mei,5 bintang,,Puskesmas Pucang Sewu
Novia Pangastuti,5 bintang,,Puskesmas Pucang Sewu
Chandra Kagendra,5 bintang,,Puskesmas Pucang Sewu
Eko Mariyantono,5 bintang,,Puskesmas Pucang Sewu
Endah Susilowati,5 bintang,,Puskesmas Pucang Sewu
Sudarwati Wati,5 bintang,,Puskesmas Pucang Sewu
intans Natni,5 bintang,,Puskesmas Pucang Sewu
02_D3 KESGI _ALYA RAHMA,5 bintang,,Puskesmas Pucang Sewu
Lina Amalina,5 bintang,,Puskesmas Pucang Sewu
mal,5 bintang,,Puskesmas Pucang Sewu
hpk pucangsewu,5 bintang,,Puskesmas Pucang Sewu
Saropah Saropah,5 bintang,,Puskesmas Pucang Sewu
Dyas Dwi Arianti,5 bintang,,Puskesmas Pucang Sewu
Rallyna Satria,5 bintang,,Puskesmas Pucang Sewu
Nabila safinnatun najah Nabila,5 bintang,,Puskesmas Pucang Sewu
PECCE Home_garage,5 bintang,,Puskesmas Pucang Sewu
Azmi Ilmi,5 bintang,,Puskesmas Pucang Sewu
Azmi Fajri,5 bintang,,Puskesmas Pucang Sewu
Doni Tri,5 bintang,,Puskesmas Pucang Sewu
Chonny Salsabilla,5 bintang,,Puskesmas Pucang Sewu
gilang Rohman,5 bintang,,Puskesmas Pucang Sewu
Dinni Setiawati,5 bintang,,Puskesmas Pucang Sewu
Sri Wurdriyanti,5 bintang,,Puskesmas Pucang Sewu
fransisca widowati,5 bintang,,Puskesmas Pucang Sewu
Ani Nurida,5 bintang,,Puskesmas Pucang Sewu
Endang Suryanti,5 bintang,,Puskesmas Pucang Sewu
Laily Umiati,5 bintang,,Puskesmas Pucang Sewu
Mutiara Mita,5 bintang,,Puskesmas Pucang Sewu
Tutit Restu,5 bintang,,Puskesmas Pucang Sewu
Evi Astutik,5 bintang,,Puskesmas Pucang Sewu
Nani Sunani,5 bintang,,Puskesmas Pucang Sewu
Emiliya Astutik04,5 bintang,,Puskesmas Pucang Sewu
Purwanti 21,5 bintang,,Puskesmas Pucang Sewu
iffah silvila,5 bintang,,Puskesmas Pucang Sewu
Umy. Umaiyah,5 bintang,,Puskesmas Pucang Sewu
Anisa Putri Widya,5 bintang,,Puskesmas Pucang Sewu
Astry Best,5 bintang,,Puskesmas Pucang Sewu
Sophia Zahwa,5 bintang,,Puskesmas Pucang Sewu
Boy Gitulo,5 bintang,,Puskesmas Pucang Sewu
Aziz Eka noviandrianto,5 bintang,,Puskesmas Pucang Sewu
arianto Utomo,5 bintang,,Puskesmas Pucang Sewu
Atik Suminarti,5 bintang,,Puskesmas Pucang Sewu
Krisna dhanii,5 bintang,,Puskesmas Pucang Sewu
Marty Karjo,5 bintang,,Puskesmas Pucang Sewu
ani Kusumaningsih,5 bintang,,Puskesmas Pucang Sewu
Legisah Buchori,5 bintang,,Puskesmas Pucang Sewu
Lilik Supraptiningsih,5 bintang,,Puskesmas Pucang Sewu
Supri Ana,5 bintang,,Puskesmas Pucang Sewu
qoenar wati,5 bintang,,Puskesmas Pucang Sewu
kardita pratama,5 bintang,,Puskesmas Pucang Sewu
Divia. puspita,5 bintang,,Puskesmas Pucang Sewu
Eko Wati,5 bintang,,Puskesmas Pucang Sewu
Tekotek Kotek kotek,5 bintang,,Puskesmas Pucang Sewu
Erlina Wati,5 bintang,,Puskesmas Pucang Sewu
Dewi Aminah,5 bintang,,Puskesmas Pucang Sewu
Iskana Riyanti,5 bintang,,Puskesmas Pucang Sewu
Agus Hariyanto,5 bintang,,Puskesmas Pucang Sewu
Titik Renaningtyas,5 bintang,,Puskesmas Pucang Sewu
joestina srijati,5 bintang,,Puskesmas Pucang Sewu
Siti Cholifah,5 bintang,,Puskesmas Pucang Sewu
Moedji Apriatin,5 bintang,,Puskesmas Pucang Sewu
Ika Sari,5 bintang,,Puskesmas Pucang Sewu
Yanu Mama,5 bintang,,Puskesmas Pucang Sewu
dodik Harianto,5 bintang,,Puskesmas Pucang Sewu
Mbak Sri Ap,5 bintang,,Puskesmas Pucang Sewu
nurhayati kuswantoro,5 bintang,,Puskesmas Pucang Sewu
Arif Wido Basuki,5 bintang,,Puskesmas Pucang Sewu
Marcel z2.0,5 bintang,,Puskesmas Pucang Sewu
rari nursasi,5 bintang,,Puskesmas Pucang Sewu
Joko Widodo,5 bintang,,Puskesmas Pucang Sewu
Hartini Amenan,5 bintang,,Puskesmas Pucang Sewu
Sumiarsih Asih,5 bintang,,Puskesmas Pucang Sewu
Nuryati Bratang,5 bintang,,Puskesmas Pucang Sewu
Sulis Tyowati,5 bintang,,Puskesmas Pucang Sewu
Asmufid Alvin,5 bintang,,Puskesmas Pucang Sewu
Anisa Riskayanti,5 bintang,,Puskesmas Pucang Sewu
Emma Corputty,5 bintang,,Puskesmas Pucang Sewu
Dea Asmufid,5 bintang,,Puskesmas Pucang Sewu
Sasha Shita,5 bintang,,Puskesmas Pucang Sewu
Cahya Dwi Nurkasi Aninda,5 bintang,,Puskesmas Pucang Sewu
JEANE TABITA USMANY,5 bintang,,Puskesmas Pucang Sewu
Alifiah Wulansari Mustofa,5 bintang,,Puskesmas Pucang Sewu
Rachma Zavira,5 bintang,,Puskesmas Pucang Sewu
Rufi Syafrika,5 bintang,,Puskesmas Pucang Sewu
putri cantiq,5 bintang,,Puskesmas Pucang Sewu
devie avianti,5 bintang,,Puskesmas Pucang Sewu
Sinopal 11,5 bintang,,Puskesmas Pucang Sewu
Arkan Yarus,5 bintang,,Puskesmas Pucang Sewu
Arkan Yarus,5 bintang,,Puskesmas Pucang Sewu
Yarus Arkan,5 bintang,,Puskesmas Pucang Sewu
Dayah,5 bintang,,Puskesmas Pucang Sewu
SYAHARUDIN,5 bintang,,Puskesmas Pucang Sewu
Inz Istaniyah,5 bintang,,Puskesmas Pucang Sewu
Firman Simpatik,5 bintang,,Puskesmas Pucang Sewu
Putri Lamb,4 bintang,,Puskesmas Pucang Sewu
Edy Taslim,5 bintang,,Puskesmas Pucang Sewu
Masri atun,1 bintang,,Puskesmas Pucang Sewu
Yayan Agus,5 bintang,,Puskesmas Pucang Sewu
roudhotun nikmah,5 bintang,,Puskesmas Pucang Sewu
Dewi Fauziyah,5 bintang,,Puskesmas Pucang Sewu
Karnadi Sigit,5 bintang,,Puskesmas Pucang Sewu
yustinus.ks68 yustinus,5 bintang,,Puskesmas Pucang Sewu
Helmi Taufiqurrahman,4 bintang,,Puskesmas Pucang Sewu
fatchul hidayat,5 bintang,,Puskesmas Pucang Sewu
Qanitatin Istiqami,5 bintang,Pelayanan bagus,Puskesmas Pucang Sewu
Vansyah Wahyu,5 bintang,,Puskesmas Pucang Sewu
DMJ Channel,4 bintang,,Puskesmas Pucang Sewu
Dianto Anto,5 bintang,,Puskesmas Pucang Sewu
Samsung baliku,1 bintang,,Puskesmas Pucang Sewu
Junitaratih Kartikasari,4 bintang,,Puskesmas Pucang Sewu
zerlypasanea Ldnt,4 bintang,,Puskesmas Pucang Sewu
Filipus Imanuel,3 bintang,,Puskesmas Pucang Sewu
jimat darma,4 bintang,,Puskesmas Pucang Sewu
Mbah Yoso,4 bintang,"Sudah sekian lama sy tidak kesini, ternyata sekarang sudah reformasi total. Alhamdulillah.
Puskesmasku yg dulu masih terdapat pohon randu disepanjang jalan.
Hari ini saya berkunjung
Datang pagi mengantar anak untuk minta surat keterangan sehat pas barengan dengan apel pagi salut dengan pimpinan yang memberikan amanat apel.
Cuma saya sebagai pengunjung yang belum tahu aturan jika masih memberlakukan pemakaian masker, ada petugas yang menegur jika tidak memakai masker tidak akan dilayani.
Alangkah baiknya jika menegurnya dengan kalimat "" mohon maaf ibu pengunjung baru disini? aturan di puskesmas kit harus memakai masker, monggo dipakai maskernyadan jika tidak membawa silahkan beli diluar"". Kadang karakter pelayanan model lama masih saja blm bisa move on.
Satu lagi saya suka dengan mars lagu Puskesmasnya.",Puskesmas Sidotopo Wetan
Nyta Narda Wijaya,5 bintang,"Bener bener bikin saya syok pas kesini syok nya itu bener bener ada perubahan drastis mulai dari pelayanan , ketertiban, kebersihan
Sekarang Bintang 5 semua dah
Tidak seperti jaman dulu yang pelayanan nya sangat lemot bahkan semua tim nya ketus dan tidak sopan pokok nya bintang 1 kalau dulu

Tidak dengan sekarang semua pelayanan tim nya baik ramah sopan dan Gercep bahkan di siplin tertata rapi dan tidak di persulit bagi yang ingin di puskesmas sini berbagai macam keperluan proses nya super cepat

Sooooo PERTAHANKAN 👍🏻✔️🤗

Terima Kasih Sukses Selalu Buat Para Tim dan Pertanggung Jawab Puskesmas Sidotopo Wetan

Salam Sukses dan Salam BOLBOL'FAMS 🤗✔️👍🏻

Terim",Puskesmas Sidotopo Wetan
Lia Arista,2 bintang,"Tolong lebih diperbaiki lagi pelayanan antriannya
Tidak ada gunanya daftar online klo disana pakai manual dan urutan nomernya amburadul",Puskesmas Sidotopo Wetan
Sigit Tristiyono,1 bintang,"Pelayanan tidak memuaskan.. Antre dari jam 08.00 dipanggil jam 09.55 sampai poli Gigi ditolak dengan alasan faskes BPJS tidak sesuai.. Harusnya dari loket sudah diberi tahu kalo tidak bisa, kenapa pasien harus antre dulu sampe hampir 2 jam baru dikasih tau kalo tidak bisa berobat di puskesmas sidotopo wetan ?? Padahal saya KTP surabaya.. Kata Pak Eri dipermudah ?? Kenyataan nya ??",Puskesmas Sidotopo Wetan
Ulvia Nafisatun,1 bintang,"Baru aja datang kesana periksain anak sama suami, semua pelayanan dari loker tensi sama dokter welcome bgt bagus👍 tapi waktu ambil obat kenapa pelayannya jelek bgt👎baru pertama kali dari sekian lama kesana baru kali ini marah"" karna katanya lainnya sudah plg cuma dia aja yg belum karna Masih ngelayani saya, dahal sudah jelas masih ada org dokter pun ada knp dia sendiri yg kesetanan keburu pulang kalau cuma mikiri pulang seharusnya jgn kerja dari pada bentak"" pasien, pasien juga gamau sakit kalau tiba"" anak panas tinggi sore masak mau diperiksain pagi bener syok bgt smpk skrg omngnnya kasar jgn mentang"" saya masih muda cuma saya yg dilayani jelek, tolong diperbaiki lagi jgn Sampek org lain sakit mau berobat malah dimarah..",Puskesmas Sidotopo Wetan
